ID,item_cnt_month
0,2.219
1,2.219
2,2.219
3,2.219
4,2.219
5,2.219
6,2.219
7,2.219
8,2.219
9,2.219
10,2.219
11,2.219
12,2.219
13,2.219
14,2.219
15,2.219
16,2.219
17,2.219
18,2.219
19,2.219
20,2.219
21,2.219
22,2.219
23,2.219
24,2.219
25,2.219
26,2.219
27,2.219
28,2.219
29,2.219
30,2.219
31,2.219
32,2.219
33,2.219
34,2.219
35,2.219
36,2.219
37,2.219
38,2.219
39,2.219
40,2.219
41,2.219
42,2.219
43,2.219
44,2.219
45,2.219
46,2.219
47,2.219
48,2.219
49,2.219
50,2.219
51,2.219
52,2.219
53,2.219
54,2.219
55,2.219
56,2.219
57,2.219
58,2.219
59,2.219
60,2.219
61,2.219
62,2.219
63,2.219
64,2.219
65,2.219
66,2.219
67,2.219
68,2.219
69,2.219
70,2.219
71,2.219
72,2.219
73,2.219
74,2.219
75,2.219
76,2.219
77,2.219
78,2.219
79,2.219
80,2.219
81,2.219
82,2.219
83,2.219
84,2.219
85,2.219
86,2.219
87,2.219
88,2.219
89,2.219
90,2.219
91,2.219
92,2.219
93,2.219
94,2.219
95,2.219
96,2.219
97,2.219
98,2.219
99,2.219
100,2.219
101,2.219
102,2.219
103,2.219
104,2.219
105,2.219
106,2.219
107,2.219
108,2.219
109,2.219
110,2.219
111,2.219
112,2.219
113,2.219
114,2.219
115,2.219
116,2.219
117,2.219
118,2.219
119,2.219
120,2.219
121,2.219
122,2.219
123,2.219
124,2.219
125,2.219
126,2.219
127,2.219
128,2.219
129,2.219
130,2.219
131,2.219
132,2.219
133,2.219
134,2.219
135,2.219
136,2.219
137,2.219
138,2.219
139,2.219
140,2.219
141,2.219
142,2.219
143,2.219
144,2.219
145,2.219
146,2.219
147,2.219
148,2.219
149,2.219
150,2.219
151,2.219
152,2.219
153,2.219
154,2.219
155,2.219
156,2.219
157,2.219
158,2.219
159,2.219
160,2.219
161,2.219
162,2.219
163,2.219
164,2.219
165,2.219
166,2.219
167,2.219
168,2.219
169,2.219
170,2.219
171,2.219
172,2.219
173,2.219
174,2.219
175,2.219
176,2.219
177,2.219
178,2.219
179,2.219
180,2.219
181,2.219
182,2.219
183,2.219
184,2.219
185,2.219
186,2.219
187,2.219
188,2.219
189,2.219
190,2.219
191,2.219
192,2.219
193,2.219
194,2.219
195,2.219
196,2.219
197,2.219
198,2.219
199,2.219
200,2.219
201,2.219
202,2.219
203,2.219
204,2.219
205,2.219
206,2.219
207,2.219
208,2.219
209,2.219
210,2.219
211,2.219
212,2.219
213,2.219
214,2.219
215,2.219
216,2.219
217,2.219
218,2.219
219,2.219
220,2.219
221,2.219
222,2.219
223,2.219
224,2.219
225,2.219
226,2.219
227,2.219
228,2.219
229,2.219
230,2.219
231,2.219
232,2.219
233,2.219
234,2.219
235,2.219
236,2.219
237,2.219
238,2.219
239,2.219
240,2.219
241,2.219
242,2.219
243,2.219
244,2.219
245,2.219
246,2.219
247,2.219
248,2.219
249,2.219
250,2.219
251,2.219
252,2.219
253,2.219
254,2.219
255,2.219
256,2.219
257,2.219
258,2.219
259,2.219
260,2.219
261,2.219
262,2.219
263,2.219
264,2.219
265,2.219
266,2.219
267,2.219
268,2.219
269,2.219
270,2.219
271,2.219
272,2.219
